1.080237e+39	1:6,2:19,3:11,4:19,6:8
4.331715e+38	1:5,2:18,3:13,4:18,6:9
4.646560e+38	1:2,2:22,3:7,4:24,6:8
5.778350e+38	1:5,2:23,3:7,4:20,6:8
2.709102e+39	1:3,2:22,3:10,4:20,6:8
8.644567e+38	1:4,2:19,3:13,4:18,6:9
4.816599e+38	1:7,2:19,3:11,4:18,6:8
2.959932e+38	1:4,2:16,3:11,4:23,6:9
1.964118e+39	1:4,2:22,3:11,4:18,6:8
3.481820e+38	1:3,2:16,3:13,4:22,6:9
1.362849e+39	1:4,2:21,3:8,4:22,6:8
2.933884e+39	1:3,2:21,3:12,4:19,6:8
1.686716e+38	1:4,2:22,3:9,4:18,6:10
2.360814e+38	1:4,2:22,3:6,4:22,6:9
8.393115e+38	1:3,2:19,3:14,4:18,6:9
1.025923e+38	2:20,3:17,4:18,6:8
2.088960e+39	1:4,2:19,3:10,4:22,6:8
8.169319e+38	1:5,2:19,3:8,4:23,6:8
1.580934e+39	1:5,2:21,3:9,4:20,6:8
2.182696e+38	1:1,2:24,3:8,4:21,6:9
4.852000e+38	1:4,2:16,3:11,4:24,6:8
1.085385e+39	1:6,2:18,3:11,4:20,6:8
1.420118e+38	1:8,2:19,3:8,4:20,6:8
1.834441e+38	1:3,2:19,3:16,4:16,6:9
5.214915e+38	1:3,2:17,3:10,4:25,6:8
1.113715e+38	1:4,2:15,3:12,4:23,6:9
9.192339e+38	1:1,2:23,3:11,4:20,6:8
2.758051e+39	1:3,2:20,3:13,4:19,6:8
2.342261e+38	1:4,2:20,3:11,4:18,6:10
2.207215e+38	1:4,2:24,3:10,4:16,6:9
1.213217e+39	1:1,2:20,3:14,4:20,6:8
2.016677e+39	1:3,2:18,3:13,4:21,6:8
2.749961e+38	1:4,2:17,3:9,4:24,6:9
3.510101e+38	1:6,2:16,3:11,4:22,6:8
7.002545e+38	1:1,2:18,3:14,4:22,6:8
9.892647e+35	1:3,2:21,3:10,4:17,6:12
1.016991e+39	1:3,2:20,3:8,4:24,6:8
2.645618e+39	1:4,2:19,3:11,4:21,6:8
2.268638e+37	2:23,3:7,4:24,6:9
2.041803e+39	1:4,2:18,3:12,4:21,6:8
2.575025e+39	1:4,2:20,3:10,4:21,6:8
1.512861e+39	1:2,2:18,3:13,4:22,6:8
1.132270e+39	1:1,2:22,3:11,4:21,6:8
5.653321e+38	1:2,2:18,3:15,4:19,6:9
2.372072e+39	1:2,2:20,3:11,4:22,6:8
1.867673e+39	1:3,2:20,3:14,4:18,6:8
4.660058e+37	1:3,2:17,3:8,4:25,6:10
1.373963e+39	1:2,2:21,3:9,4:23,6:8
2.282547e+39	1:3,2:19,3:14,4:19,6:8
1.069548e+38	1:6,2:19,3:6,4:24,6:8
2.552013e+38	1:6,2:21,3:10,4:17,6:9
2.282547e+39	1:3,2:19,3:14,4:19,6:8
4.181727e+38	1:4,2:23,3:10,4:17,6:9
2.231477e+39	1:4,2:19,3:13,4:19,6:8
1.512861e+39	1:2,2:18,3:13,4:22,6:8
1.972546e+39	1:5,2:20,3:10,4:20,6:8
2.267087e+39	1:4,2:20,3:13,4:18,6:8
1.111608e+38	1:1,2:19,3:14,4:19,6:10
2.490469e+39	1:4,2:21,3:10,4:20,6:8
2.393094e+39	1:3,2:22,3:11,4:19,6:8
9.177567e+38	1:5,2:20,3:13,4:17,6:8
1.027653e+37	2:17,3:12,4:24,6:10
2.507174e+39	1:4,2:20,3:12,4:19,6:8
1.281295e+39	1:1,2:21,3:11,4:22,6:8
9.821586e+38	1:1,2:23,3:12,4:19,6:8
7.438726e+38	1:2,2:19,3:14,4:19,6:9
2.749961e+38	1:4,2:17,3:9,4:24,6:9
2.393094e+39	1:3,2:22,3:11,4:19,6:8
2.267087e+39	1:4,2:20,3:13,4:18,6:8
7.284742e+38	1:4,2:22,3:13,4:16,6:8
1.041458e+39	1:4,2:21,3:9,4:20,6:9
1.497045e+39	1:2,2:21,3:14,4:18,6:8
2.342261e+38	1:4,2:20,3:11,4:18,6:10
7.210440e+38	1:3,2:19,3:16,4:17,6:8
6.810350e+38	1:3,2:23,3:10,4:18,6:9
6.430224e+37	1:2,2:21,3:7,4:23,6:10
3.325950e+38	1:4,2:16,3:13,4:21,6:9
2.812610e+38	1:2,2:21,3:10,4:20,6:10
1.290077e+39	1:4,2:20,3:11,4:19,6:9
1.630723e+38	1:1,2:26,3:8,4:20,6:8
2.040028e+39	1:3,2:21,3:9,4:22,6:8
4.080985e+38	1:3,2:25,3:7,4:20,6:8
1.416906e+38	1:2,2:22,3:12,4:17,6:10
8.174248e+38	1:4,2:22,3:7,4:22,6:8
8.193999e+38	1:2,2:23,3:8,4:22,6:8
2.913312e+39	1:3,2:19,3:12,4:21,6:8
1.213217e+39	1:1,2:20,3:14,4:20,6:8
1.360294e+39	1:2,2:18,3:12,4:23,6:8
8.994315e+38	1:6,2:20,3:11,4:18,6:8
2.168063e+39	1:3,2:22,3:9,4:21,6:8
8.159832e+38	1:2,2:23,3:13,4:17,6:8
8.948088e+38	1:2,2:17,3:14,4:22,6:8
1.917916e+39	1:5,2:20,3:11,4:19,6:8
5.967045e+38	1:5,2:21,3:7,4:22,6:8
2.182696e+38	1:1,2:24,3:8,4:21,6:9
1.506430e+38	1:1,2:26,3:11,4:17,6:8
3.814343e+37	1:1,2:28,3:9,4:17,6:8
9.216210e+38	1:3,2:20,3:15,4:17,6:8
1.786825e+39	1:2,2:23,3:11,4:19,6:8
1.591532e+35	1:9,2:15,3:4,4:27,6:8
2.700805e+38	1:6,2:17,3:10,4:21,6:9
7.909373e+38	1:5,2:19,3:14,4:17,6:8
2.436980e+38	1:2,2:26,3:10,4:17,6:8
5.357100e+38	1:1,2:21,3:10,4:22,6:9
3.878334e+36	1:6,2:15,3:8,4:25,6:9
1.533664e+39	1:2,2:22,3:9,4:22,6:8
2.490469e+39	1:4,2:21,3:10,4:20,6:8
5.725297e+38	1:3,2:20,3:8,4:23,6:9
6.944726e+38	1:3,2:19,3:9,4:23,6:9
1.972546e+39	1:5,2:20,3:10,4:20,6:8
1.174844e+39	1:4,2:22,3:12,4:17,6:8
4.898827e+38	1:2,2:21,3:14,4:17,6:9
1.696034e+39	1:2,2:19,3:11,4:23,6:8
1.310301e+39	1:4,2:23,3:10,4:18,6:8
3.977778e+38	1:3,2:24,3:9,4:18,6:9
4.954787e+38	1:2,2:24,3:9,4:19,6:9
1.560928e+38	1:4,2:17,3:11,4:21,6:10
1.935644e+39	1:5,2:21,3:10,4:19,6:8
6.445177e+38	1:3,2:23,3:7,4:22,6:8
1.964118e+39	1:4,2:22,3:11,4:18,6:8
1.956522e+38	1:4,2:19,3:7,4:24,6:9
2.653715e+38	1:3,2:25,3:11,4:16,6:8
1.144488e+39	1:4,2:21,3:10,4:19,6:9
1.289160e+39	1:4,2:20,3:10,4:20,6:9
1.523018e+38	1:8,2:19,3:10,4:18,6:8
8.969658e+38	1:4,2:18,3:9,4:24,6:8
1.834441e+38	1:3,2:19,3:16,4:16,6:9
2.121878e+38	1:6,2:22,3:9,4:17,6:9
1.192953e+39	1:3,2:19,3:10,4:22,6:9
1.132270e+39	1:1,2:22,3:11,4:21,6:8
2.362128e+38	1:2,2:24,3:7,4:21,6:9
2.013902e+37	1:4,2:20,3:8,4:20,6:11
9.216210e+38	1:3,2:20,3:15,4:17,6:8
1.702459e+39	1:2,2:20,3:10,4:23,6:8
8.994315e+38	1:6,2:20,3:11,4:18,6:8
5.092865e+37	1:6,2:16,3:8,4:24,6:9
2.293520e+39	1:2,2:21,3:13,4:19,6:8
1.385097e+39	1:3,2:19,3:15,4:18,6:8
1.879445e+39	1:5,2:19,3:11,4:20,6:8
1.328125e+39	1:4,2:23,3:9,4:19,6:8
2.758051e+39	1:3,2:20,3:13,4:19,6:8
1.236689e+39	1:5,2:22,3:9,4:19,6:8
9.992574e+38	1:5,2:17,3:13,4:20,6:8
9.762409e+38	1:3,2:21,3:12,4:18,6:9
6.376701e+38	1:1,2:20,3:11,4:22,6:9
5.614400e+37	1:9,2:19,3:7,4:20,6:8
1.702459e+39	1:2,2:20,3:10,4:23,6:8
8.174248e+38	1:4,2:22,3:7,4:22,6:8
1.560966e+38	1:1,2:17,3:18,4:19,6:8
6.673570e+37	1:2,2:26,3:5,4:22,6:8
1.731314e+38	1:4,2:26,3:7,4:18,6:8
1.780758e+37	1:5,2:27,3:8,4:15,6:8
1.726643e+38	1:6,2:20,3:6,4:23,6:8
6.496663e+38	1:2,2:25,3:9,4:19,6:8
2.172042e+38	1:5,2:17,3:8,4:25,6:8
2.987420e+38	1:1,2:21,3:8,4:25,6:8
1.310301e+39	1:4,2:23,3:10,4:18,6:8
1.038455e+39	1:1,2:22,3:10,4:22,6:8
2.393094e+39	1:3,2:22,3:11,4:19,6:8
1.786825e+39	1:2,2:23,3:11,4:19,6:8
9.418544e+38	1:2,2:20,3:10,4:22,6:9
1.935644e+39	1:5,2:21,3:10,4:19,6:8
1.651062e+38	1:7,2:21,3:6,4:21,6:8
2.023182e+38	1:4,2:18,3:11,4:20,6:10
1.935644e+39	1:5,2:21,3:10,4:19,6:8
4.238029e+37	1:2,2:18,3:13,4:19,6:11
4.965970e+38	1:2,2:22,3:13,4:17,6:9
1.914953e+39	1:3,2:18,3:14,4:20,6:8
1.418886e+39	1:2,2:19,3:15,4:19,6:8
9.956605e+38	1:4,2:20,3:12,4:18,6:9
1.740245e+39	1:5,2:20,3:12,4:18,6:8
2.601191e+39	1:4,2:19,3:12,4:20,6:8
1.996358e+39	1:2,2:19,3:12,4:22,6:8
2.321575e+37	1:7,2:18,3:8,4:20,6:10
1.514548e+39	1:3,2:22,3:8,4:22,6:8
2.704687e+38	1:1,2:24,3:10,4:19,6:9
2.355134e+39	1:2,2:22,3:11,4:20,6:8
7.210286e+38	1:5,2:17,3:14,4:19,6:8
8.499730e+38	1:2,2:22,3:9,4:21,6:9
4.077874e+38	1:7,2:19,3:9,4:20,6:8
1.006624e+39	1:1,2:23,3:10,4:21,6:8
1.517898e+39	1:3,2:18,3:11,4:23,6:8
2.672425e+38	1:7,2:19,3:12,4:17,6:8
7.992532e+38	1:3,2:18,3:10,4:23,6:9
6.481284e+38	1:1,2:18,3:15,4:21,6:8
7.438726e+38	1:2,2:19,3:14,4:19,6:9
2.140111e+38	1:3,2:19,3:9,4:22,6:10
6.835026e+37	1:7,2:15,3:13,4:20,6:8
8.755363e+38	1:4,2:19,3:15,4:17,6:8
1.493112e+39	1:4,2:18,3:14,4:19,6:8
1.236689e+39	1:5,2:22,3:9,4:19,6:8
1.041458e+39	1:4,2:21,3:9,4:20,6:9
1.441535e+36	1:2,2:22,3:9,4:18,6:12
7.381982e+37	1:6,2:15,3:13,4:20,6:9
1.610845e+38	2:23,3:14,4:18,6:8
2.933884e+39	1:3,2:21,3:12,4:19,6:8
1.174844e+39	1:4,2:22,3:12,4:17,6:8
9.216210e+38	1:3,2:20,3:15,4:17,6:8
4.947596e+37	1:3,2:24,3:4,4:24,6:8
3.173563e+38	1:7,2:17,3:12,4:19,6:8
1.053617e+39	1:4,2:20,3:14,4:17,6:8
3.013106e+38	1:5,2:23,3:6,4:21,6:8
6.764221e+38	1:5,2:21,3:9,4:19,6:9
5.711859e+38	1:4,2:20,3:7,4:24,6:8
1.041467e+38	1:7,2:16,3:14,4:18,6:8
7.212917e+36	1:5,2:24,3:3,4:23,6:8
2.372072e+39	1:2,2:20,3:11,4:22,6:8
4.578471e+38	1:2,2:22,3:8,4:22,6:9
1.074771e+39	1:2,2:20,3:9,4:24,6:8
1.991260e+39	1:2,2:22,3:10,4:21,6:8
2.913721e+38	1:2,2:25,3:12,4:16,6:8
3.178564e+38	1:3,2:17,3:10,4:24,6:9
1.533664e+39	1:2,2:22,3:9,4:22,6:8
7.438726e+38	1:2,2:19,3:14,4:19,6:9
3.924058e+38	1:2,2:20,3:15,4:17,6:9
1.328125e+39	1:4,2:23,3:9,4:19,6:8
2.896838e+37	1:1,2:16,3:14,4:22,6:10
2.354694e+37	1:5,2:15,3:8,4:27,6:8
5.668158e+38	1:1,2:24,3:9,4:21,6:8
4.876233e+38	1:2,2:18,3:17,4:18,6:8
7.632813e+37	1:1,2:18,3:11,4:23,6:10
2.787878e+38	2:20,3:15,4:20,6:8
2.686155e+38	1:5,2:18,3:8,4:23,6:9
1.854367e+39	1:2,2:21,3:10,4:22,6:8
4.170098e+38	1:5,2:24,3:9,4:17,6:8
4.602266e+37	1:1,2:25,3:6,4:22,6:9
8.085040e+37	1:5,2:25,3:7,4:17,6:9
8.969658e+38	1:4,2:18,3:9,4:24,6:8
8.994315e+38	1:6,2:20,3:11,4:18,6:8
2.018946e+38	1:2,2:19,3:10,4:22,6:10
8.534123e+38	1:5,2:22,3:11,4:17,6:8
1.819508e+38	1:1,2:16,3:14,4:24,6:8
6.880558e+38	1:5,2:20,3:11,4:18,6:9
2.088960e+39	1:4,2:19,3:10,4:22,6:8
2.964954e+38	1:2,2:17,3:16,4:19,6:9
8.174248e+38	1:4,2:22,3:7,4:22,6:8
1.070302e+39	1:1,2:19,3:14,4:21,6:8
6.451153e+38	1:2,2:23,3:11,4:18,6:9
2.099774e+39	1:4,2:22,3:10,4:19,6:8
2.749961e+38	1:4,2:17,3:9,4:24,6:9
1.379489e+39	1:4,2:18,3:10,4:23,6:8
4.769625e+37	1:9,2:19,3:8,4:19,6:8
9.740056e+38	1:4,2:21,3:11,4:18,6:9
8.485460e+38	1:1,2:19,3:15,4:20,6:8
4.965970e+38	1:2,2:22,3:13,4:17,6:9
6.451153e+38	1:2,2:23,3:11,4:18,6:9
8.239872e+38	1:6,2:18,3:12,4:19,6:8
1.580934e+39	1:5,2:21,3:9,4:20,6:8
4.795299e+38	1:2,2:23,3:8,4:21,6:9
2.952593e+38	1:2,2:26,3:8,4:19,6:8
2.245183e+37	1:7,2:17,3:16,4:15,6:8
2.709102e+39	1:3,2:22,3:10,4:20,6:8
1.281295e+39	1:1,2:21,3:11,4:22,6:8
1.791310e+39	1:4,2:18,3:11,4:22,6:8
2.298773e+38	1:2,2:19,3:12,4:20,6:10
